아벨,MPID_アベル
킬러 랜스+,MSID_キラーランス＋
킬소드,MSID_キルソード
킬소드+,MSID_キルソード＋
원초의 불꽃의 북,MSID_原初の炎の太鼓
요호왕의 조아,MSID_妖狐王の爪牙
고양이 암기,MSID_猫の暗器
고양이 암기+,MSID_猫の暗器＋
여기사의 창,MSID_姫騎士の槍
쾨름트,MSID_ケルムト
크림힐드,MSID_クリムヒルド
갈퀴,MSID_熊手
갈퀴+,MSID_熊手＋
레이디 소드,MSID_レディソード
레바테인,MSID_レーヴァテイン
그레이의 표검,MSID_グレイの飄剣
프렐리아의 보창,MSID_フレリアの宝槍
정의의 직창,MSID_正義の直槍
대지의 검,MSID_大地の剣
제등의 용석,MSID_提灯の竜石
제등의 용석+,MSID_提灯の竜石＋
라크체의 유검,MSID_ラクチェの流剣
전신의 대부,MSID_戦神の大斧
라즈왈드의 무검,MSID_ラズワルドの舞剣
로로의 도끼,MSID_ローローの斧
로로의 도끼+,MSID_ローローの斧＋
레이프트,MSID_レイプト
헤비 캐럿,MSID_ベビーキャロット
헤비 캐럿+,MSID_ベビーキャロット＋
선더 대거,MSID_サンダーダガー
리베라시옹,MSID_リベラシオン
라이트,MSID_ライト
빛의 검,MSID_光の剣
빛의 브레스,MSID_光のブレス
빛의 브레스+,MSID_光のブレス＋
번개의 브레스,MSID_雷のブレス
번개의 브레스+,MSID_雷のブレス＋
새벽의 빛,MSID_暁の光
자취의 브레스,MSID_紫翠のブレス
릴리스 튜브,MSID_リリスの浮き輪
릴리스 튜브+,MSID_リリスの浮き輪＋
여걸의 대검,MSID_女傑の大剣
사자왕의 조아,MSID_獅子王の爪牙
플라워 스탠드,MSID_フラワースタンド
플라워 스탠드+,MSID_フラワースタンド＋
고상한 도적의 예고장,MSID_気高き怪盗の予告状
로프트우스,MSID_ロプトウス
화주의 창,MSID_華冑の槍
애정의 부케,MSID_愛情のブーケ
애정의 부케+,MSID_愛情のブーケ＋
결혼식의 촛대,MSID_結婚式の燭台
결혼식의 촛대+,MSID_結婚式の燭台＋
용병단의 장창,MSID_傭兵団の長槍
호국의 견부,MSID_護国の堅斧
충성의 창,MSID_忠誠の槍
화환,MSID_花輪
화환+,MSID_花輪＋
룬,MSID_ルーン
성제의 광염,MSID_聖祭の光炎
성제의 광염+,MSID_聖祭の光炎＋
월광,MSID_月光弓
행락의 장식창,MSID_行楽の飾り槍
행락의 장식창+,MSID_行楽の飾り槍＋
리피아,MSID_リフィア
륑헤이드,MSID_リュングヘイズ
플라스크,MSID_フラスコ
플라스크+,MSID_フラスコ＋
마도의 랜턴,MSID_魔道のランタン
마도의 랜턴+,MSID_魔道のランタン＋
두 날개의 마토끼의 요람,MSID_二羽の魔兎の揺籃
마르테,MSID_マルテ
마리타의 검,MSID_マリータの剣
철가면의 도끼,MSID_鉄面の斧
신군사의 서,MSID_神軍師の書
마스터 보우,MSID_マスターボウ
마스터 소드,MSID_マスターソード
멜랑콜리,MSID_メランコリー
멜랑콜리+,MSID_メランコリー＋
부케 스틱,MSID_ブーケのステッキ
부케 스틱+,MSID_ブーケのステッキ＋
수박깨기 곤봉,MSID_スイカ割りの棍棒
수박깨기 곤봉+,MSID_スイカ割りの棍棒＋
멜론 플로트,MSID_メロンフロート
멜론 플로트+,MSID_メロンフロート＋
메리클,MSID_メリクル
바다를 헤엄치는 인어의 활,MSID_海泳ぐ人魚の弓
대지모신의 성서,MSID_大地母神の聖書
겨울축제의 스틱,MSID_冬祭のステッキ
겨울축제의 스틱+,MSID_冬祭のステッキ＋
환영 배틀액스,MSID_幻影バトルアクス
환영 팔시온,MSID_幻影ファルシオン
환영 페더,MSID_幻影フェザー
환영 롱보우,MSID_幻影ロングボウ
환영 로드,MSID_幻影ロッド
미스텔틴,MSID_ミステルトィン
미스텔틴,MSID_魔書ミステルトィン
토르해머,MSID_トールハンマー
뫼그스라실,MSID_メグスラシル
신룡왕의 검,MSID_神竜王の剣
괴물의 활,MSID_骨の弓
괴물의 활+,MSID_骨の弓＋
창월 그라디우스,MSID_蒼月グラディウス
새벽어둠의 브레스,MSID_暁闇のブレス
순백의 달의 물방울,MSID_純白の月の雫
월야의 마녀의 용석,MSID_月夜の魔女の竜石
황혼의 브레스,MSID_誰彼のブレス
피조 핌불,MSID_被造フィンブル
뮬그레,MSID_ミュルグレ
무닌의 마란,MSID_ムニンの魔卵
무스펠의 불꽃,MSID_ムスペルの炎花
미스톨틴,MSID_ミストルティン
쿠노이치의 비도,MSID_くノ一の飛刀
나가,MSID_ナーガ
나글파르,MSID_ナグルファル
무명일문의 검,MSID_無銘の一門の剣
친우의 바람이 흩날리는 익궁,MSID_友の風舞う翼弓
내일의 빛,MSID_明日の光
신년의 요호낭의 조아,MSID_新年の妖狐娘の爪牙
니드호그,MSID_蛇弓ニーズヘッグ
니다벨리르의 상자,MSID_ニザヴェリルの箱
니다벨리르의 꽃,MSID_ニザヴェリルの花
절빙 니플,MSID_絶氷ニフル
니플의 빙화,MSID_ニフルの氷花
봄에 조는 악몽의 알,MSID_春に微睡む悪夢の卵
악몽의 여왕의 뿔,MSID_悪夢の女王の角
제로의 학궁,MSID_ゼロの虐弓
빙정 니니스의 창,MSID_氷精ニニスの槍
닌자의 도,MSID_忍の刀
닌자의 도+,MSID_忍の刀＋
닌자의 도끼,MSID_忍の斧
닌자의 도끼+,MSID_忍の斧＋
닌자의 월도,MSID_忍の薙刀
닌자의 월도+,MSID_忍の薙刀＋
닌자의 창,MSID_忍の槍
닌자의 창+,MSID_忍の槍＋
닌자의 화궁,MSID_忍の和弓
닌자의 화궁+,MSID_忍の和弓＋
쌍풍인법서,MSID_双風忍法帳
니우,MSID_ニーウ
노아툰,MSID_ノーアトゥーン
고결의 전창,MSID_高潔の戦槍
대지모신의 브레스,MSID_大地母神のブレス
오보로의 칠흑색 나기나타,MSID_オボロの漆薙刀
입회인의 지팡이,MSID_立会人の杖
입회인의 지팡이+,MSID_立会人の杖＋
집념의 저주,MSID_執念の呪
흑요의 창,MSID_黒曜の槍
오딘의 흑서,MSID_オーディンの黒書
신탁의 브레스,MSID_神託のブレス
정의 심판,MSID_正の裁き
두루주머니,MSID_巾着袋
두루주머니+,MSID_巾着袋＋
알 지팡이,MSID_卵の杖
알 지팡이+,MSID_卵の杖＋
약속의 꽃,MSID_約束の花
약속의 꽃+,MSID_約束の花＋
페인,MSID_ペイン
페인+,MSID_ペイン＋
측명의 브레스,MSID_仄明のブレス
측명의 브레스+,MSID_仄明のブレス＋
야자나무 지팡이,MSID_ヤシの木の杖
야자나무 지팡이+,MSID_ヤシの木の杖＋
패닉,MSID_パニック
패닉+,MSID_パニック＋
흑표의 창,MSID_黒豹の槍
젊은 흑표의 검,MSID_若き黒豹の剣
파르티아,MSID_パルティア
천진난만한 흰토끼의 도끼,MSID_無邪気な白兎の斧
프로즌 파르페,MSID_フローズンパフェ
프로즌 파르페+,MSID_フローズンパフェ＋
천마의 당근,MSID_天馬のニンジン
천마의 당근+,MSID_天馬のニンジン＋
성야의 활,MSID_聖夜の弓
성야의 활+,MSID_聖夜の弓＋
성야의 스틱,MSID_聖夜のステッキ
성야의 스틱+,MSID_聖夜のステッキ＋
피에리의 소창,MSID_ピエリの小槍
피해망상의 활,MSID_被害妄想の弓
페슈카츠,MSID_ペシュカド
벛꽃과 장미의 도,MSID_桜と薔薇の刀
벛꽃과 장미의 도+,MSID_桜と薔薇の刀＋
벛꽃과 장미의 화병,MSID_桜と薔薇の花瓶
벛꽃과 장미의 화병+,MSID_桜と薔薇の花瓶＋
양산,MSID_日傘
양산+,MSID_日傘＋
스톤,MSID_ストーン
환영의 서,MSID_幻影の書
감사의 꽃 창,MSID_感謝の花の槍
감사의 꽃 창+,MSID_感謝の花の槍＋
신부의 호도,MSID_花嫁の護刀
신부의 호도+,MSID_花嫁の護刀＋
페레지아의 도끼,MSID_ペレジアの斧
페레지아의 도끼+,MSID_ペレジアの斧＋
페레지아의 활,MSID_ペレジアの弓
페레지아의 활+,MSID_ペレジアの弓＋
페레지아의 촛대,MSID_ペレジアの燭台
페레지아의 촛대+,MSID_ペレジアの燭台＋
비독의 암기,MSID_秘毒の暗器
비독의 암기+,MSID_秘毒の暗器＋
폴액스,MSID_ポールアクス
폴액스+,MSID_ポールアクス＋
하정의 은호의 조아,MSID_賀正の銀虎の爪牙
청냉의 법구,MSID_清冷の法具
신조룡의 브레스,MSID_神祖竜のブレス
기사군장의 보창,MSID_騎士軍将の宝槍
천재기질의 박월도,MSID_天才肌の薄薙刀
스승의 전수의 서,MSID_師の授けの書
스승의 인도의 서,MSID_師の導きの書
수호의 활,MSID_守護の弓
수호의 활+,MSID_守護の弓＋
깜짝상자,MSID_びっくり箱
깜짝상자+,MSID_びっくり箱＋
통매의 지팡이,MSID_痛罵の杖
천진의 브레스,MSID_天真のブレス
여왕의 호위의 영검,MSID_女王の護衛の怜剣
여왕의 기사의 용창,MSID_女王の騎士の勇槍
오의발동의 암기,MSID_奥義発動の暗器
오의발동의 암기+,MSID_奥義発動の暗器＋
입궁 뮬그레,MSID_颯弓ミュルグレ
라이나로크,MSID_ライナロック
라그넬,MSID_ラグネル
라그넬&에탈드,MSID_ラグネル＆エタルド
뇌신도,MSID_雷神刀
란드그리드,MSID_ランドグリーズ
울먹이는 눈의 속사궁,MSID_涙目の速射弓
레이피어,MSID_レイピア
우정의 꽃 지팡이,MSID_友情の花の杖
우정의 꽃 지팡이+,MSID_友情の花の杖＋
라우어블레이드,MSID_スレッダラウア
라우어블레이드+,MSID_スレッダラウア＋
라우어폭스,MSID_ラウアフォックス
라우어폭스+,MSID_ラウアフォックス＋
라우어라이온,MSID_ラウアライオン
라우어라이온+,MSID_ラウアライオン＋
라우어아울,MSID_ラウアアウル
라우어아울+,MSID_ラウアアウル＋
라우어래빗,MSID_ラウアラビット
라우어래빗+,MSID_ラウアラビット＋
라우어레이븐,MSID_ナートラウア
라우어레이븐+,MSID_ナートラウア＋
라우어서펜트,MSID_ラウアサーペント
라우어서펜트+,MSID_ラウアサーペント＋
라우어벌쳐,MSID_ラウアバルチャー
라우어벌쳐+,MSID_ラウアバルチャー＋
라우어울프,MSID_ウルファラウア
라우어울프+,MSID_ウルファラウア＋
멸망의 마권,MSID_滅びの魔拳
까마귀 왕의 취조,MSID_鴉王の嘴爪
여름밤의 꿈의 뿔,MSID_夏夜の夢の角
단절의 브레스,MSID_断絶のブレス
수비의 도끼,MSID_守りの斧
수비의 도끼+,MSID_守りの斧＋
레베카의 엽궁,MSID_レベッカの猟弓
빨간 오리,MSID_赤いアヒル
빨간 오리+,MSID_赤いアヒル＋
카타리나의 서,MSID_カタリナの書
하정의 요호왕의 조아,MSID_賀正の妖狐王の爪牙
얼음과자 활,MSID_氷菓子の弓
얼음과자 활+,MSID_氷菓子の弓＋
리갈 블레이드,MSID_リガルブレイド
강인한 열녀의 큰 우산,MSID_強靭なる女王の大傘
레긴레이브,MSID_レギンレイヴ
견제의 도끼,MSID_牽制の斧
견제의 도끼+,MSID_牽制の斧＋
견제의 활,MSID_牽制の弓
견제의 활+,MSID_牽制の弓＋
순록의 활,MSID_トナカイの弓
순록의 활+,MSID_トナカイの弓＋
견제의 창,MSID_牽制の槍
견제의 창+,MSID_牽制の槍＋
견제의 검,MSID_牽制の剣
견제의 검+,MSID_牽制の剣＋
유원의 브레스,MSID_悠遠のブレス
하정의 인랑낭의 조아,MSID_賀正の人狼娘の爪牙
궁기사의 명궁,MSID_弓騎士の名弓
반공의 도끼,MSID_反攻の斧
반공의 도끼+,MSID_反攻の斧＋
반공의 창,MSID_反攻の槍
반공의 창+,MSID_反攻の槍＋
기예 와유의 검,MSID_気鋭ワユの剣
하정의 인랑왕의 조아,MSID_賀正の人狼王の爪牙
생츄어리,MSID_サンクチュアリ
생츄어리+,MSID_サンクチュアリ＋
참모역의 서,MSID_参謀役の書
렉스칼리버,MSID_レクスカリバー
렉스칼리버+,MSID_レクスカリバー＋
롬파이어,MSID_ロムファイア
호스 킬러,MSID_ホースキラー
호스 킬러+,MSID_ホースキラー＋
린카의 귀금봉,MSID_リンカの鬼金棒
혼의 비의,MSID_魂の秘儀
도적의 암기,MSID_盗賊の暗器
도적의 암기+,MSID_盗賊の暗器＋
투명한 유리 활,MSID_透き通る玻璃の弓
내일의 성기사의 검,MSID_明日の聖騎士の剣
사막의 늑대여왕의 어금니,MSID_砂漠の狼女王の牙
왕가의 검,MSID_王家の剣
욱일의 검,MSID_旭日の剣
욱일의 검+,MSID_旭日の剣＋
루인,MSID_ルイン
멸망의 상설,MSID_滅亡の霜雪
룬액스,MSID_ルーンアクス
호랑이 전사의 조아,MSID_虎戦士の爪牙
흑기사의 고창,MSID_黒騎の孤槍
선물 자루,MSID_プレゼント袋
선물 자루+,MSID_プレゼント袋＋
수비의 검,MSID_守りの剣
수비의 검+,MSID_守りの剣＋
애로,MSID_アロー
천성 엔젤,MSID_天聖エンジェル
사이조의 폭염침,MSID_サイゾウの爆炎針
모래사장의 삽,MSID_砂浜のスコップ
모래사장의 삽+,MSID_砂浜のスコップ＋
샐러드샌드,MSID_サラダサンド
샐러드샌드+,MSID_サラダサンド＋
산그리드르,MSID_サングリズル
창해의 창,MSID_蒼海の槍
창해의 창+,MSID_蒼海の槍＋
폭란의 브레스,MSID_暴乱のブレス
세흐림니르,MSID_セーフリムニル
증기의 브레스,MSID_蒸気のブレス
조개껍데기 나이프,MSID_貝殻のナイフ
조개껍데기 나이프+,MSID_貝殻のナイフ＋
홍색의 검,MSID_紅の剣
사랑의 제기,MSID_愛の祭器
사리엘의 낫,MSID_サリエルの大鎌
염해의 작창,MSID_炎海の灼槍
해마의 도끼,MSID_竜の落とし子の斧
해마의 도끼+,MSID_竜の落とし子の斧＋
봉검 팔시온,MSID_封剣ファルシオン
열대어의 책,MSID_熱帯魚の本
열대어의 책+,MSID_熱帯魚の本＋
조개껍데기,MSID_貝殻
조개껍데기+,MSID_貝殻＋
세이드,MSID_セイズ
루나의 예검,MSID_ルーナの鋭剣
고용된 마도사의 서,MSID_雇われ魔道士の書
유정의 브레스,MSID_幽静のブレス
유정의 브레스+,MSID_幽静のブレス＋
뱀의 지팡이,MSID_蛇の杖
뱀의 지팡이+,MSID_蛇の杖＋
세츠나의 완궁,MSID_セツナの緩弓
모두를 위한 일곱의 선물,MSID_皆への七つの贈り物
암흑지룡의 브레스,MSID_暗黒地竜のブレス
암흑의 검,MSID_暗黒の剣
쌍야에 춤추는 도적의 깃털,MSID_双夜舞う怪盗の羽根
샴시르,MSID_シャムシール
샤니의 철창,MSID_シャニーの誓槍
전신의 예검,MSID_戦神の鋭剣
조개껍데기 창,MSID_貝殻の槍
조개껍데기 창+,MSID_貝殻の槍＋
소라고둥 창,MSID_巻貝の槍
소라고둥 창+,MSID_巻貝の槍＋
샤인,MSID_シャイン
샤인+,MSID_シャイン＋
샤이닝 보우,MSID_シャイニングボウ
샤이닝 보우+,MSID_シャイニングボウ＋
모래사장의 괭이,MSID_砂浜のクワ
모래사장의 괭이+,MSID_砂浜のクワ＋
단궁,MSID_短弓
단궁+,MSID_短弓＋
닌자의 수리검 도끼,MSID_忍の三叉斧
닌자의 수리검 도끼+,MSID_忍の三叉斧＋
지크프리트,MSID_ジークフリート
지크린데,MSID_ジークリンデ
지크문트,MSID_ジークムント
투마룡의 힘,MSID_透魔竜の力
실레지아의 빙정,MSID_シレジアの氷晶
은의 도끼,MSID_銀の斧
은의 도끼+,MSID_銀の斧＋
은의 활,MSID_銀の弓
은의 활+,MSID_銀の弓＋
진은의 성검,MSID_真銀の聖剣
은의 암기,MSID_銀の暗器
은의 암기+,MSID_銀の暗器＋
은 고블릿,MSID_銀のゴブレット
은 고블릿+,MSID_銀のゴブレット＋
은의 창,MSID_銀の槍
은의 창+,MSID_銀の槍＋
은의 검,MSID_銀の剣
은의 검+,MSID_銀の剣＋
신마라,MSID_シンモラ
사모하는 여동생들의 중부,MSID_想い宿す妹達の重斧
스카디,MSID_スカディ
스킨팍시,MSID_スキンファクシ
스쿨드,MSID_スクルド
천공의 해적의 취조,MSID_天空の海賊の嘴爪
천마의 춤부채,MSID_青天の舞扇
천마의 춤부채+,MSID_青天の舞扇＋
킬러 액스,MSID_キラーアクス2
킬러 액스 단+,MSID_キラーアクス2＋
킬러 보우 단,MSID_キラーボウ2
킬러 보우 단+,MSID_キラーボウ2＋
킬소드 단,MSID_キルソード2
킬소드 단+,MSID_キルソード2＋
해머 단,MSID_ハンマー2
해머 단+,MSID_ハンマー2＋
킬러 랜스 단,MSID_キラーランス2
킬러 랜스 단+,MSID_キラーランス2＋
관통의 창 단,MSID_貫きの槍2
관통의 창 단+,MSID_貫きの槍2＋
슬로우,MSID_スロウ
슬로우+,MSID_スロウ＋
자연의 암기,MSID_紫煙の暗器
자연의 암기+,MSID_紫煙の暗器＋
웃는 얼굴의 도끼,MSID_笑面の斧
냉소의 유궁,MSID_冷笑の遊弓
저격수의 활,MSID_狙撃手の弓
신조의 은혜,MSID_神祖の恵み
스노우 돔,MSID_スノードーム
스노우 돔+,MSID_スノードーム＋
쇠크바베크,MSID_セクヴァベク
솔레이유의 양검,MSID_ソレイユの陽剣
장엄한 축복의 성부,MSID_荘厳なる祝福の聖斧
고고의 검,MSID_孤高の剣
솔 카티,MSID_ソールカティ
태양,MSID_太陽槍
숨어든 밀정의 향수병,MSID_影潜む密偵の香水瓶
모염의 서,MSID_慕炎の書
하정의 매묘의 조아,MSID_賀正の妹猫の爪牙
아살의 창,MSID_アッサルの槍
그림자 영웅의 창,MSID_影の英雄の槍
고스트의 마도서,MSID_ゴーストの魔道書
고스트의 마도서+,MSID_ゴーストの魔道書＋
대부호의 활,MSID_お大尽の弓
대부호의 활+,MSID_お大尽の弓＋
비싼 곡도,MSID_安くない曲刀
거미 인형,MSID_クモのぬいぐるみ
거미 인형+,MSID_クモのぬいぐるみ＋
정령의 브레스,MSID_精霊のブレス
사기왕성의 도끼,MSID_士気旺盛の斧
사기왕성의 도끼+,MSID_士気旺盛の斧＋
사기왕성의 창,MSID_士気旺盛の槍
사기왕성의 창+,MSID_士気旺盛の槍＋
사기왕성의 검,MSID_士気旺盛の剣
사기왕성의 검+,MSID_士気旺盛の剣＋
정령의 숲의 비서,MSID_精霊の森の秘本
신천의 목욕통,MSID_神泉の風呂桶
신천의 목욕통+,MSID_神泉の風呂桶＋
호박 행등,MSID_カボチャの行灯
호박 행등+,MSID_カボチャの行灯＋
봄볕의 지팡이,MSID_春陽の杖
봄토끼의 도끼,MSID_春兎の斧
봄토끼의 도끼+,MSID_春兎の斧＋
봄토끼의 활,MSID_春兎の弓
봄토끼의 활+,MSID_春兎の弓＋
봄토끼의 창,MSID_春兎の槍
봄토끼의 창+,MSID_春兎の槍＋
부정한 곡궁,MSID_邪な曲弓
밀정의 암기,MSID_密偵の暗器
로스톤의 영장,MSID_ロストンの霊杖
성녀의 지팡이,MSID_聖女の杖
감사의 꽃 지팡이,MSID_感謝の花の杖
감사의 꽃 지팡이+,MSID_感謝の花の杖＋
성제의 지팡이,MSID_聖祭の杖
성제의 지팡이+,MSID_聖祭の杖＋
충신의 검,MSID_忠臣の剣
불가사리,MSID_ヒトデ
불가사리+,MSID_ヒトデ＋
성야의 마술사의 용석,MSID_星夜の魔術師の竜石
해각의 성창,MSID_海角の星槍
호위의 도끼,MSID_護衛の斧
호위의 도끼+,MSID_護衛の斧＋
호위의 창,MSID_護衛の槍
호위의 창+,MSID_護衛の槍＋
호위의 검,MSID_護衛の剣
호위의 검+,MSID_護衛の剣＋
미래의 성기사의 창,MSID_未来の聖騎士の槍
강철의 도끼,MSID_鋼の斧
강철의 활,MSID_鋼の弓
강철의 암기,MSID_鋼の暗器
강철의 창,MSID_鋼の槍
강철의 검,MSID_鋼の剣
락,MSID_ロック
뇌검 지크린데,MSID_雷剣ジークリンデ
견고의 도끼,MSID_堅固の斧
견고의 도끼+,MSID_堅固の斧＋
견고의 창,MSID_堅固の槍
견고의 창+,MSID_堅固の槍＋
강부 토마호크,MSID_剛斧トマホーク
업화 폴블레이즈,MSID_業炎フォルブレイズ
전신의 단단한 철검,MSID_戦神の剛なる鉄剣
천제의 파동,MSID_天帝の波動
한여름의 브레스,MSID_真夏のブレス
한여름의 신보,MSID_一夏の楽器
성하의 신보,MSID_盛夏の神宝
백야의 용석,MSID_白夜の竜石
해바라기 활,MSID_向日葵の弓
해바라기 활+,MSID_向日葵の弓＋
여름그늘의 영장,MSID_夏陰の霊杖
놀람의 브레스,MSID_一驚のブレス
놀람의 브레스+,MSID_一驚のブレス＋
생존본능의 활,MSID_生存本能の弓
행복을 나르는 겨울의 성과,MSID_幸運ぶ冬の聖菓
질궁 뮬그레,MSID_疾弓ミュルグレ
기사의 맹세의 창,MSID_騎士の誓いの槍
쉴르그,MSID_シュルグ
군사의 뇌서,MSID_軍師の雷書
군사의 풍서,MSID_軍師の風書
타그엘의 조아,MSID_タグエルの爪牙
질풍의 쌍수리검,MSID_疾風の双手裏剣
달레카의 격부,MSID_ダルレカの激斧
성수 지팡이,MSID_聖樹の杖
성수 지팡이+,MSID_聖樹の杖＋
작은 성수,MSID_小さな聖樹
작은 성수+,MSID_小さな聖樹＋
성수,MSID_聖樹
성수+,MSID_聖樹＋
성수 활,MSID_クリスマスツリー
성수 활+,MSID_クリスマスツリー＋
탕그리스니르,MSID_タングリスニ
테마리,MSID_手毬
테마리+,MSID_手毬＋
흑질풍의 조부,MSID_黒疾風の爪斧
세이니,MSID_セイニー
사랴의 금주,MSID_サーリャの禁呪
숙청의 암기,MSID_粛清の暗器
숙청의 암기+,MSID_粛清の暗器＋
쇠근,MSID_ソグン
쉐크,MSID_セック
장미의 창,MSID_薔薇の槍
트론,MSID_トロン
트론+,MSID_トロン＋
선더,MSID_サンダー
뇌신 토르해머,MSID_雷神トールハンマー
천뢰 알마즈,MSID_天雷アルマーズ
뇌정,MSID_雷霆
분뇌의 자서,MSID_怒雷の紫書
뇌선의 서,MSID_雷旋トルネード
호랑이의 강부,MSID_虎の剛斧
호신 인,MSID_虎神・寅
마시멜로 지팡이,MSID_マシュマロの杖
마시멜로 지팡이+,MSID_マシュマロの杖＋
토마토의 책,MSID_トマトの本
토마토의 책+,MSID_トマトの本＋
파멸의 사서,MSID_破滅の邪書
총애의 서,MSID_寵愛の書
그라드의 역사서,MSID_グラドの史書
마도군장의 서,MSID_魔道軍将の書
순리의 서,MSID_純理の書
은의 마도군장의 서,MSID_銀の魔道軍将の書
만뢰의 서,MSID_万雷の書
트론,MSID_トローン
천마자매의 삼각창,MSID_天馬姉妹の三角槍
트라이던트,MSID_トライデント
트라이던트+,MSID_トライデント＋
트릴레마,MSID_トリレンマ
트릴레마+,MSID_トリレンマ＋
남국의 과실,MSID_南国の果実
남국의 과실+,MSID_南国の果実＋
한결같은 마음의 장미,MSID_一途な想いの薔薇
쌍문장의 힘,MSID_双紋章の力
업화의 쌍도끼,MSID_業火の双斧
틸핑,MSID_ティルフィング
고절의 도끼,MSID_孤絶の斧
고절의 도끼+,MSID_孤絶の斧＋
고절의 검,MSID_孤絶の剣
고절의 검+,MSID_孤絶の剣＋
고절의 활,MSID_孤絶の弓
고절의 활+,MSID_孤絶の弓＋
고절의 창,MSID_孤絶の槍
고절의 창+,MSID_孤絶の槍＋
평화의 꽃,MSID_平和の花
평화의 꽃+,MSID_平和の花＋
푸른 파도치는 강력의 노,MSID_蒼波薙ぐ剛力の櫂
정정당당의 검,MSID_正々堂々の剣
정정당당의 검+,MSID_正々堂々の剣＋
울드,MSID_ウルズ
우르반,MSID_ウルヴァン
바프스루드니르,MSID_ヴァフスルーズニル
발라스캴프,MSID_ヴラスキャルヴ
파라플레임,MSID_ファラフレイム
수비의 창,MSID_守りの槍
수비의 창+,MSID_守りの槍＋
검희의 도,MSID_剣姫の刀
펠니르의 요란,MSID_フェルニルの妖卵
유암 발라스캴프,MSID_幽暗ヴラスキャルヴ
복수귀의 창,MSID_復讐鬼の槍
독의 검,MSID_毒の剣
베르단디,MSID_ヴェルザンディ
성배의 보틀,MSID_祝杯のボトル
성배의 보틀+,MSID_祝杯のボトル＋
고강자의 창,MSID_古強者の槍
맹공의 암기,MSID_猛攻の暗器
맹공의 암기+,MSID_猛攻の暗器＋
가다랑어,MSID_カツオ
가다랑어+,MSID_カツオ＋
패도의 전부,MSID_覇道の戦斧
비도프니르,MSID_翼槍ヴィドフニル
지성 나가,MSID_至聖ナーガ
지성 틸핑,MSID_至聖ティルフィング
절무의 서,MSID_絶無の書
의용병의 활,MSID_義勇兵の弓
푸지,MSID_プージ
독수리의 도끼,MSID_禿鷹の斧
독수리의 도끼+,MSID_禿鷹の斧＋
독수리의 검,MSID_禿鷹の剣
독수리의 검+,MSID_禿鷹の剣＋
독수리의 창,MSID_禿鷹の槍
독수리의 창+,MSID_禿鷹の槍＋
일본풍 우산,MSID_和傘
일본풍 우산+,MSID_和傘＋
유랑의 예검,MSID_流浪の鋭剣
신퇴 묠니르,MSID_神槌ミョルニル
군신의 서,MSID_軍神の書
무인의 철검,MSID_武人の鉄剣
전희의 화궁,MSID_戦姫の和弓
하정의 아들토끼의 조아,MSID_賀正の子兎の爪牙
물의 브레스,MSID_水のブレス
물의 브레스+,MSID_水のブレス＋
행복의 종 도끼,MSID_幸せの鐘の斧
중전사의 중창,MSID_重騎士の重槍
기이 루테의 서,MSID_奇異ルーテの書
어린 짐승의 화신 중장,MSID_幼獣の化身・重装
어린 짐승의 화신 기마,MSID_幼獣の化身・騎馬
어린 짐승의 화신 보행,MSID_幼獣の化身・歩行
유려한 전무의 성기,MSID_流麗なる戦舞の聖器
하얀 파도의 활,MSID_白波の弓
하얀 파도의 활+,MSID_白波の弓＋
하얀 비상의 창,MSID_白き飛翔の槍
백기사의 장검,MSID_白騎の長剣
백기사의 직창,MSID_白騎の直槍
백기사의 단창,MSID_白騎の短槍
폭주의 호랑이의 조아,MSID_暴走の虎の爪牙
윈드,MSID_ウインド
깊은 증표의 바람,MSID_深き印の風
바람의 근원,MSID_風呼びの根源
취풍 파르티아,MSID_翠風パルティア
징조의 바람,MSID_予兆の風
실레지아의 바람,MSID_シレジアの風
전신의 풍서,MSID_戦神の風書
부익 윙스피어,MSID_扶翼ウイングスピア
윙소드,MSID_ウイングソード
겨울축제의 자돌검,MSID_冬祭のレイピア
겨울축제의 자돌검+,MSID_冬祭のレイピア＋
마녀의 브레스,MSID_魔女のブレス
캔디 지팡이,MSID_キャンディの杖
캔디 지팡이+,MSID_キャンディの杖＋
왜도,MSID_倭刀
왜도+,MSID_倭刀＋
왜곤,MSID_倭棍
왜곤+,MSID_倭棍＋
볼프베르그,MSID_ヴォルフベルグ
인랑낭의 조아,MSID_人狼娘の爪牙
늑대여왕의 어금니,MSID_狼女王の牙
인랑왕의 조아,MSID_人狼王の爪牙
사해의 제기,MSID_四海の祭器
용닌의 검,MSID_竜忍の剣
용닌의 검+,MSID_竜忍の剣＋
애용에게의 마음의 용부,MSID_愛竜への情の竜斧
용닌의 궁,MSID_竜忍の弓
용닌의 궁+,MSID_竜忍の弓＋
야신도,MSID_夜刀神
젊은 짐승의 화신 중장,MSID_若獣の化身・重装
젊은 짐승의 화신 기마,MSID_若獣の化身・騎馬
젊은 짐승의 화신 보행,MSID_若獣の化身・歩行
영생 유미르,MSID_永生ユーミル
참마도,MSID_斬馬刀
참마도+,MSID_斬馬刀＋
봄바람의 브레스,MSID_春風のブレス
샬피,MSID_シャールヴィ
운명은 바뀌었다!,MSID_運命は変わった！
헌신,MSID_献身
"나와라, 불의 아이들",MSID_オイデ、ヒノコタチ
춤,MSID_踊る
존귀한 용의 피를 이은 소녀,MSID_尊き竜の血を継ぐ娘
끌어당기기,MSID_引き寄せ
트릭,MSID_トリック
